var_id_hex,var_id_dec,name,kind,domain,confidence,description
0x787E,30846,VAR_ENGINE_787E,Value,UNCLASSIFIED,low,"[sync] 5 heroes, 5 loadouts engine_global"
0x7883,30851,VAR_烈焰打击_7883,Value,ABILITY_STATE,low,[sync] 莱因哈特/烈焰打击 @ 技能 2 per_ability
0x7894,30868,VAR_ENGINE_7894,Value,UNCLASSIFIED,low,"[sync] 50 heroes, 2 loadouts engine_global"
0x7895,30869,VAR_ENGINE_7895,Value,UNCLASSIFIED,low,[sync] 天使/女武神 @ 技能 3 engine_global
0x7896,30870,VAR_ENGINE_7896,Value,UNCLASSIFIED,low,[sync] 天使/女武神 @ 技能 3 engine_global
0x7897,30871,VAR_法老之鹰_SHARED_7897,Unknown,UNCLASSIFIED,low,[sync] 法老之鹰:  multi_hero_shared
0x78BA,30906,VAR_冲锋_78BA,Value,ABILITY_STATE,low,[sync] 莱因哈特/冲锋 @ 技能 1 per_ability
0x78D3,30931,VAR_冲锋_78D3,Value,ABILITY_STATE,low,[sync] 莱因哈特/冲锋 @ 技能 1 per_ability
0x78ED,30957,VAR_屏障力场_78ED,Value,ABILITY_STATE,low,[sync] 莱因哈特/屏障力场 @ 辅助攻击模式 per_ability
0x78FA,30970,VAR_莱因哈特_SHARED_78FA,Value,ABILITY_STATE,low,"[sync_writable] 莱因哈特: 烈焰打击, 屏障力场 per_ability"
0x78FB,30971,VAR_屏障力场_78FB,Value,ABILITY_STATE,low,[sync] 莱因哈特/屏障力场 @ 辅助攻击模式 per_ability
0x790E,30990,VAR_屏障力场_790E,Value,ABILITY_STATE,low,[sync] 莱因哈特/屏障力场 @ 辅助攻击模式 per_ability
0x790F,30991,VAR_屏障力场_790F,Value,ABILITY_STATE,low,[sync_writable] 莱因哈特/屏障力场 @ 辅助攻击模式 per_ability
0x7944,31044,VAR_屏障力场_7944,Value,ABILITY_STATE,low,[sync] 莱因哈特/屏障力场 @ 辅助攻击模式 per_ability
0x7945,31045,VAR_屏障力场_7945,Value,ABILITY_STATE,low,[sync] 莱因哈特/屏障力场 @ 辅助攻击模式 per_ability
0x79E1,31201,VAR_锯齿利刃（格雷西）_79E1,Value,ABILITY_STATE,low,[sync_writable] 渣客女王/锯齿利刃（格雷西） @ 辅助攻击模式 per_ability
0x79E3,31203,VAR_生物力场_79E3,Value,ABILITY_STATE,low,[sync] 士兵：76/生物力场 @ 技能 2 per_ability
0x79EA,31210,VAR_光子屏障_79EA,Value,ABILITY_STATE,low,[sync] 秩序之光/光子屏障 @ 技能 3 per_ability
0x79F4,31220,VAR_ENGINE_79F4,Value,UNCLASSIFIED,low,"[sync] 50 heroes, 0 loadouts engine_global"
0x7A16,31254,VAR_强攻模式_7A16,Value,ABILITY_STATE,low,[sync] 堡垒/强攻模式 @ 主要攻击模式 per_ability
0x7A17,31255,VAR_强攻模式_7A17,Value,ABILITY_STATE,low,[sync] 堡垒/强攻模式 @ 主要攻击模式 per_ability
0x7A40,31296,VAR_屏障护盾_7A40,Value,ABILITY_STATE,low,[sync] 布丽吉塔/屏障护盾 @ 辅助攻击模式 per_ability
0x7A76,31350,VAR_拉玛刹_SHARED_7A76,Unknown,UNCLASSIFIED,low,[sync_writable] 拉玛刹:  multi_hero_shared
0x7AA2,31394,VAR_飞空斩击_7AA2,Value,ABILITY_STATE,low,[sync] 斩仇/飞空斩击 @ 技能 2 per_ability
0x7AC4,31428,VAR_朱诺_SHARED_7AC4,Unknown,UNCLASSIFIED,low,[sync] 朱诺:  multi_hero_shared
0x7AC6,31430,VAR_疾跑_7AC6,Value,ABILITY_STATE,low,[sync] 士兵：76/疾跑 @ 技能 1 per_ability
0x7AC8,31432,VAR_ENGINE_7AC8,Value,UNCLASSIFIED,low,"[sync] 47 heroes, 4 loadouts engine_global"
0x7B3B,31547,VAR_冲锋_7B3B,Value,ABILITY_STATE,low,[sync] 莱因哈特/冲锋 @ 技能 1 per_ability
0x7B44,31556,VAR_闪_7B44,Value,ABILITY_STATE,low,[sync] 源氏/闪 @ 技能 2 per_ability
0x7B84,31620,VAR_战术目镜_7B84,Value,ABILITY_STATE,low,[sync_writable] 士兵：76/战术目镜 @ 技能 3 per_ability
0x7BC9,31689,VAR_血斩_7BC9,Value,ABILITY_STATE,low,[sync] 渣客女王/血斩 @ 技能 2 per_ability
0x7BCA,31690,VAR_锯齿利刃（格雷西）_7BCA,Value,ABILITY_STATE,low,[sync] 渣客女王/锯齿利刃（格雷西） @ 辅助攻击模式 per_ability
0x7BD0,31696,VAR_锯齿利刃（格雷西）_FLAG_7BD0,Status,ABILITY_STATE,low,[sync_flag] 渣客女王/锯齿利刃（格雷西） @ 辅助攻击模式 per_ability|status_flag
0x7BDB,31707,VAR_瞬_7BDB,Value,ABILITY_STATE,low,[sync_writable] 雾子/瞬 @ 技能 1 per_ability
0x7BEF,31727,VAR_士兵：76_SHARED_7BEF,Unknown,UNCLASSIFIED,low,[sync] 士兵：76:  multi_hero_shared
0x7C09,31753,VAR_战术目镜_7C09,Value,ABILITY_STATE,low,[sync] 士兵：76/战术目镜 @ 技能 3 per_ability
0x7C0A,31754,VAR_战术目镜_7C0A,Value,ABILITY_STATE,low,[sync] 士兵：76/战术目镜 @ 技能 3 per_ability
0x7C0B,31755,VAR_战术目镜_7C0B,Value,ABILITY_STATE,low,[sync] 士兵：76/战术目镜 @ 技能 3 per_ability
0x7CA6,31910,VAR_ENGINE_7CA6_FLAG,Status,LIFECYCLE,low,"[sync_flag] heroes: 美, 渣客女王, 拉玛刹 engine_global|status_flag"
0x7CCD,31949,VAR_布丽吉塔_SHARED_7CCD,Unknown,UNCLASSIFIED,low,[sync] 布丽吉塔:  multi_hero_shared
0x7CCE,31950,VAR_布丽吉塔_GLOBAL_7CCE,Value,UNCLASSIFIED,low,"[sync] 布丽吉塔: 流星飞锤, 恢复包, 屏障护盾 per_hero_global"
0x7CCF,31951,VAR_屏障护盾_7CCF,Value,ABILITY_STATE,low,[sync] 布丽吉塔/屏障护盾 @ 辅助攻击模式 per_ability
0x7CD0,31952,VAR_屏障护盾_7CD0,Value,ABILITY_STATE,low,[sync] 布丽吉塔/屏障护盾 @ 辅助攻击模式 per_ability
0x7D51,32081,VAR_部署炮台_7D51,Value,ABILITY_STATE,low,[sync] 托比昂/部署炮台 @ 技能 1 per_ability
0x7D72,32114,VAR_原始暴怒_7D72,Value,ABILITY_STATE,low,[sync] 温斯顿/原始暴怒 @ 技能 3 per_ability
0x7DBB,32187,VAR_ENGINE_7DBB,Value,UNCLASSIFIED,low,"[sync] 12 heroes, 8 loadouts engine_global"
0x7EA4,32420,VAR_呼叫机甲_7EA4,Value,ABILITY_STATE,low,[sync] D.Va/呼叫机甲 @ 技能 3 per_ability
0x7EEA,32490,VAR_女武神_7EEA,Value,ABILITY_STATE,low,[sync] 天使/女武神 @ 技能 3 per_ability
0x7F16,32534,VAR_虹吸冲击枪_7F16,Value,ABILITY_STATE,low,[sync] 埃姆雷/虹吸冲击枪 @ 技能 1 per_ability
0x7FEE,32750,VAR_女武神_7FEE,Value,ABILITY_STATE,low,[sync] 天使/女武神 @ 技能 3 per_ability
0x800D,32781,VAR_救生索_800D,Value,ABILITY_STATE,low,[sync] 飞天猫/救生索 @ 技能 1 per_ability
0x802B,32811,VAR_女武神_802B,Value,ABILITY_STATE,low,[sync] 天使/女武神 @ 技能 3 per_ability
0x802F,32815,VAR_女武神_802F,Value,ABILITY_STATE,low,[sync_writable] 天使/女武神 @ 技能 3 per_ability
0x8049,32841,VAR_重力喷涌_8049,Value,ABILITY_STATE,low,[sync] 查莉娅/重力喷涌 @ 技能 3 per_ability
0x80D6,32982,VAR_重生_80D6,Value,ABILITY_STATE,low,[sync] 天使/重生 @ 技能 2 per_ability
0x80DB,32987,VAR_重生_80DB,Value,ABILITY_STATE,low,[sync] 天使/重生 @ 技能 2 per_ability
0x80EE,33006,VAR_ENGINE_80EE,Value,UNCLASSIFIED,low,"[sync] heroes: 死神, 法老之鹰, 堡垒, 西格玛 engine_global"
0x80FB,33019,VAR_女武神_80FB,Value,ABILITY_STATE,low,[sync_writable] 天使/女武神 @ 技能 3 per_ability
0x80FC,33020,VAR_女武神_80FC,Value,ABILITY_STATE,low,[sync_writable] 天使/女武神 @ 技能 3 per_ability
0x8132,33074,VAR_斩仇_SHARED_8132,Unknown,UNCLASSIFIED,low,[sync] 斩仇:  multi_hero_shared
0x81DE,33246,VAR_埃姆雷_SHARED_81DE,Unknown,UNCLASSIFIED,low,[sync] 埃姆雷:  multi_hero_shared
0x81EC,33260,VAR_锯齿利刃（格雷西）_81EC,Value,ABILITY_STATE,low,[sync] 渣客女王/锯齿利刃（格雷西） @ 辅助攻击模式 per_ability
0x8234,33332,VAR_轰翻天_8234,Value,ABILITY_STATE,low,[sync_writable] 渣客女王/轰翻天 @ 技能 3 per_ability
0x8235,33333,VAR_UNKNOWN_8235,Value,ABILITY_COOLDOWN,low,"[sync_chase] heroes: 莱因哈特, 布丽吉塔, 渣客女王 multi_hero_shared|chased_numeric"
0x8236,33334,VAR_瞬_8236,Value,ABILITY_STATE,low,[local_writable] 雾子/瞬 @ 技能 1 per_ability
0x8272,33394,VAR_守护天使_8272,Value,ABILITY_STATE,low,[sync] 天使/守护天使 @ 技能 1 per_ability
0x82B6,33462,VAR_屏障护盾_82B6,Value,ABILITY_STATE,low,[sync] 布丽吉塔/屏障护盾 @ 辅助攻击模式 per_ability
0x82B8,33464,VAR_ENGINE_82B8,Value,UNCLASSIFIED,low,"[sync_writable] 50 heroes, 3 loadouts engine_global"
0x83F8,33784,ABILITY_RMB,Status,ABILITY_STATE,manual,"[sync] 12 heroes, 14 loadouts engine_global; [csv-override]"
0x83F9,33785,VAR_屏障阵列_83F9,Value,ABILITY_STATE,low,[sync] 金驭/屏障阵列 @ 辅助攻击模式 per_ability
0x8434,33844,VAR_愈合冲击_8434,Value,ABILITY_STATE,low,[sync] 巴蒂斯特/愈合冲击 @ 技能 1 per_ability
0x8456,33878,VAR_女武神_8456,Value,ABILITY_STATE,low,[sync] 天使/女武神 @ 技能 3 per_ability
0x8495,33941,VAR_呼噜噜_8495,Value,ABILITY_STATE,low,[sync] 飞天猫/呼噜噜 @ 技能 2 per_ability
0x849A,33946,VAR_临别礼物_849A,Value,ABILITY_STATE,low,[sync] 狂鼠/临别礼物 per_ability
0x849B,33947,VAR_愈合冲击_849B,Value,ABILITY_STATE,low,[sync] 巴蒂斯特/愈合冲击 @ 技能 1 per_ability
0x8585,34181,VAR_火炮模式_8585,Value,ABILITY_STATE,low,[sync] 堡垒/火炮模式 @ 技能 3 per_ability
0x85A5,34213,VAR_旋风疾步_85A5,Value,ABILITY_STATE,low,[sync] 斩仇/旋风疾步 @ 技能 1 per_ability
0x863D,34365,VAR_屏障力场_863D,Value,ABILITY_STATE,low,[sync] 莱因哈特/屏障力场 @ 辅助攻击模式 per_ability
0x869C,34460,VAR_ENGINE_869C,Value,UNCLASSIFIED,low,"[sync] 50 heroes, 0 loadouts engine_global"
0x869E,34462,VAR_愈合冲击_869E,Value,ABILITY_STATE,low,[sync] 巴蒂斯特/愈合冲击 @ 技能 1 per_ability
0x86B0,34480,VAR_动力战靴_86B0,Value,ABILITY_STATE,low,[sync_writable] 巴蒂斯特/动力战靴 @ 下蹲 per_ability
0x86DF,34527,VAR_UNKNOWN_86DF,Status,LIFECYCLE,low,"[sync_flag] heroes: 雾子, 斩仇 multi_hero_shared|status_flag"
0x86E6,34534,VAR_冲锋_86E6,Value,ABILITY_STATE,low,[sync_writable] 莱因哈特/冲锋 @ 技能 1 per_ability
0x874B,34635,VAR_质量吸附_874B,Value,ABILITY_STATE,low,[sync] 西格玛/质量吸附 @ 技能 2 per_ability
0x87ED,34797,VAR_动力战靴_87ED,Value,ABILITY_STATE,low,[sync] 巴蒂斯特/动力战靴 @ 下蹲 per_ability
0x882D,34861,VAR_愈合冲击_882D,Value,ABILITY_STATE,low,[sync_writable] 巴蒂斯特/愈合冲击 @ 技能 1 per_ability
0x8845,34885,VAR_生化榴弹枪_8845,Value,ABILITY_STATE,low,[sync] 巴蒂斯特/生化榴弹枪 @ 主要攻击模式 per_ability
0x8848,34888,VAR_ENGINE_8848,Value,UNCLASSIFIED,low,"[sync] 50 heroes, 7 loadouts engine_global"
0x884C,34892,VAR_生化榴弹枪_884C,Value,ABILITY_STATE,low,[sync] 巴蒂斯特/生化榴弹枪 @ 主要攻击模式 per_ability
0x8919,35097,VAR_闪_8919,Value,ABILITY_STATE,low,[sync] 源氏/闪 @ 技能 2 per_ability
0x8929,35113,VAR_闪_8929,Value,ABILITY_STATE,low,[sync] 源氏/闪 @ 技能 2 per_ability
0x8935,35125,VAR_闪_8935,Value,ABILITY_STATE,low,[sync] 源氏/闪 @ 技能 2 per_ability
0x8936,35126,VAR_闪_8936,Value,ABILITY_STATE,low,[sync] 源氏/闪 @ 技能 2 per_ability
0x893F,35135,VAR_影_FLAG_893F,Status,ABILITY_STATE,low,[local_flag] 源氏/影 @ 技能 1 per_ability|status_flag
0x8978,35192,VAR_ENGINE_8978,Value,UNCLASSIFIED,low,"[sync_writable] heroes: 美, 渣客女王, 拉玛刹 engine_global"
0x89BD,35261,VAR_影_89BD,Value,ABILITY_STATE,low,[sync] 源氏/影 @ 技能 1 per_ability
0x8A10,35344,VAR_闪_8A10,Value,ABILITY_STATE,low,[sync] 源氏/闪 @ 技能 2 per_ability
0x8A3C,35388,VAR_烈焰打击_8A3C,Value,ABILITY_STATE,low,[sync] 莱因哈特/烈焰打击 @ 技能 2 per_ability
0x8A9E,35486,VAR_闪_8A9E,Value,ABILITY_STATE,low,[sync] 源氏/闪 @ 技能 2 per_ability
0x8A9F,35487,VAR_闪_8A9F,Value,ABILITY_STATE,low,[sync_writable] 源氏/闪 @ 技能 2 per_ability
0x8BDD,35805,VAR_脉冲炸弹_8BDD,Value,ABILITY_STATE,low,[sync_writable] 猎空/脉冲炸弹 @ 技能 3 per_ability
0x8BED,35821,VAR_ENGINE_8BED_FLAG,Status,LIFECYCLE,low,"[sync_flag] 50 heroes, 0 loadouts engine_global|status_flag"
0x8BF1,35825,VAR_ENGINE_8BF1_FLAG,Status,LIFECYCLE,low,[sync_flag] 探奇/钻地 @ 技能 1 engine_global|status_flag
0x8C27,35879,VAR_UNKNOWN_8C27,Status,LIFECYCLE,low,[sync_flag] 西格玛/动能俘获 @ 技能 1 multi_hero_shared|status_flag
0x8CA9,36009,VAR_闪回_8CA9,Value,ABILITY_STATE,low,[sync] 猎空/闪回 @ 技能 2 per_ability
0x8CAA,36010,VAR_闪回_8CAA,Value,ABILITY_STATE,low,[sync_writable] 猎空/闪回 @ 技能 2 per_ability
0x8CAC,36012,VAR_ENGINE_8CAC,Value,UNCLASSIFIED,low,"[sync] 13 heroes, 13 loadouts engine_global"
0x8CBA,36026,VAR_人格复制_8CBA,Value,ABILITY_STATE,low,[sync] 回声/人格复制 @ 技能 3 per_ability
0x8D1A,36122,VAR_猎空_SHARED_8D1A,Unknown,UNCLASSIFIED,low,[sync] 猎空:  multi_hero_shared
0x8D1B,36123,VAR_猎空_SHARED_8D1B,Unknown,UNCLASSIFIED,low,[sync] 猎空:  multi_hero_shared
0x8D1C,36124,VAR_闪现_8D1C,Value,ABILITY_STATE,low,[sync] 猎空/闪现 @ 技能 1 per_ability
0x8D6D,36205,VAR_猎空_SHARED_8D6D,Unknown,UNCLASSIFIED,low,[sync] 猎空:  multi_hero_shared
0x8DA3,36259,VAR_生物力场_8DA3,Value,ABILITY_STATE,low,[sync] 士兵：76/生物力场 @ 技能 2 per_ability
0x8E05,36357,VAR_诛_8E05,Value,ABILITY_STATE,low,[sync] 拉玛刹/诛 @ 技能 3 per_ability
0x8E08,36360,VAR_引力乱流_8E08,Value,ABILITY_STATE,low,[sync] 西格玛/引力乱流 @ 技能 3 per_ability
0x8E1C,36380,VAR_猎空_SHARED_8E1C,Unknown,UNCLASSIFIED,low,[sync] 猎空:  multi_hero_shared
0x8E1D,36381,VAR_猎空_SHARED_8E1D,Unknown,UNCLASSIFIED,low,[sync] 猎空:  multi_hero_shared
0x8E30,36400,VAR_闪现_8E30,Value,ABILITY_STATE,low,[sync_writable] 猎空/闪现 @ 技能 1 per_ability
0x8E31,36401,VAR_闪现_8E31,Value,ABILITY_STATE,low,[sync_writable] 猎空/闪现 @ 技能 1 per_ability
0x8E42,36418,VAR_急冻_8E42,Value,ABILITY_STATE,low,[sync_writable] 美/急冻 @ 技能 1 per_ability
0x8E7F,36479,VAR_温斯顿_SHARED_8E7F,Unknown,UNCLASSIFIED,low,[sync_writable] 温斯顿:  multi_hero_shared
0x8EA3,36515,VAR_女武神_8EA3,Value,ABILITY_STATE,low,[sync] 天使/女武神 @ 技能 3 per_ability
0x8EA6,36518,VAR_屏障发射器_8EA6,Value,ABILITY_STATE,low,[sync_writable] 温斯顿/屏障发射器 @ 技能 2 per_ability
0x8F18,36632,VAR_重生_8F18,Value,ABILITY_STATE,low,[sync] 天使/重生 @ 技能 2 per_ability
0x8F19,36633,VAR_重生_8F19,Value,ABILITY_STATE,low,[sync_writable] 天使/重生 @ 技能 2 per_ability
0x8F67,36711,VAR_尖刺墙_8F67,Value,ABILITY_STATE,low,[sync] 骇灾/尖刺墙 @ 技能 2 per_ability
0x8F8F,36751,VAR_战术目镜_8F8F,Value,ABILITY_STATE,low,[sync] 士兵：76/战术目镜 @ 技能 3 per_ability
0x8F93,36755,VAR_屏障发射器_8F93,Value,ABILITY_STATE,low,[sync] 温斯顿/屏障发射器 @ 技能 2 per_ability
0x8F99,36761,VAR_喷射背包_8F99,Value,ABILITY_STATE,low,[sync] 温斯顿/喷射背包 @ 技能 1 per_ability
0x8FB1,36785,VAR_战术目镜_8FB1,Value,ABILITY_STATE,low,[sync] 士兵：76/战术目镜 @ 技能 3 per_ability
0x8FC0,36800,VAR_温斯顿_SHARED_8FC0,Status,LIFECYCLE,low,[sync_flag] 温斯顿:  multi_hero_shared|status_flag
0x8FC4,36804,VAR_温斯顿_SHARED_8FC4,Unknown,UNCLASSIFIED,low,[sync] 温斯顿:  multi_hero_shared
0x8FED,36845,VAR_原始暴怒_FLAG_8FED,Status,ABILITY_STATE,low,[sync_flag] 温斯顿/原始暴怒 @ 技能 3 per_ability|status_flag
0x9058,36952,VAR_喷射背包_9058,Value,ABILITY_STATE,low,[sync] 温斯顿/喷射背包 @ 技能 1 per_ability
0x90AD,37037,VAR_温斯顿_SHARED_90AD,Value,ABILITY_STATE,low,"[sync] 温斯顿: 原始暴怒, 屏障发射器 per_ability"
0x90B4,37044,VAR_延时雷管_90B4,Value,ABILITY_STATE,low,[sync] 艾什/延时雷管 @ 技能 2 per_ability
0x90B5,37045,VAR_疗魂斗笠_90B5,Value,ABILITY_STATE,low,[sync] 瑞稀/疗魂斗笠 @ 辅助攻击模式 per_ability
0x90BA,37050,VAR_莱因哈特_SHARED_90BA,Unknown,UNCLASSIFIED,low,[sync] 莱因哈特:  multi_hero_shared
0x90BB,37051,VAR_莱因哈特_SHARED_90BB,Unknown,UNCLASSIFIED,low,[sync] 莱因哈特:  multi_hero_shared
0x90BC,37052,VAR_ENGINE_90BC,Value,UNCLASSIFIED,low,"[sync] 47 heroes, 2 loadouts engine_global"
0x90BD,37053,VAR_ENGINE_90BD,Value,UNCLASSIFIED,low,"[sync] 48 heroes, 0 loadouts engine_global"
0x90BE,37054,VAR_ENGINE_90BE,Value,UNCLASSIFIED,low,"[sync] 8 heroes, 0 loadouts engine_global"
0x90BF,37055,VAR_ENGINE_90BF,Value,UNCLASSIFIED,low,[sync] D.Va/防御矩阵 @ 辅助攻击模式 engine_global
0x90C0,37056,VAR_烈焰打击_90C0,Value,ABILITY_STATE,low,[sync] 莱因哈特/烈焰打击 @ 技能 2 per_ability
0x90C1,37057,VAR_ENGINE_90C1,Value,UNCLASSIFIED,low,"[sync] 40 heroes, 6 loadouts engine_global"
0x90C2,37058,VAR_ENGINE_90C2,Value,UNCLASSIFIED,low,"[sync] 21 heroes, 0 loadouts engine_global"
0x90C3,37059,VAR_莱因哈特_SHARED_90C3,Unknown,UNCLASSIFIED,low,[sync] 莱因哈特:  multi_hero_shared
0x90C4,37060,VAR_裂地猛击_90C4,Value,ABILITY_STATE,low,[sync] 莱因哈特/裂地猛击 @ 技能 3 per_ability
0x90C5,37061,VAR_莱因哈特_SHARED_90C5,Unknown,UNCLASSIFIED,low,[sync] 莱因哈特:  multi_hero_shared
0x90C6,37062,VAR_屏障力场_90C6,Value,ABILITY_STATE,low,[sync] 莱因哈特/屏障力场 @ 辅助攻击模式 per_ability
0x90C9,37065,VAR_士兵：76_SHARED_90C9,Unknown,UNCLASSIFIED,low,[sync] 士兵：76:  multi_hero_shared
0x90CC,37068,VAR_原始暴怒_90CC,Value,ABILITY_STATE,low,[sync] 温斯顿/原始暴怒 @ 技能 3 per_ability
0x90D6,37078,VAR_冲锋_90D6,Value,ABILITY_STATE,low,[sync] 莱因哈特/冲锋 @ 技能 1 per_ability
0x90DC,37084,VAR_莱因哈特_SHARED_90DC,Unknown,UNCLASSIFIED,low,[sync] 莱因哈特:  multi_hero_shared
0x90DE,37086,VAR_ENGINE_90DE,Value,UNCLASSIFIED,low,"[sync] 6 heroes, 0 loadouts engine_global"
0x90E2,37090,VAR_ENGINE_90E2,Value,UNCLASSIFIED,low,"[sync] 50 heroes, 3 loadouts engine_global"
0x90E3,37091,VAR_ENGINE_90E3,Value,UNCLASSIFIED,low,"[sync] 50 heroes, 2 loadouts engine_global"
0x90E4,37092,VAR_ENGINE_90E4,Value,UNCLASSIFIED,low,"[sync] 50 heroes, 0 loadouts engine_global"
0x90EB,37099,VAR_ENGINE_90EB,Value,UNCLASSIFIED,low,"[sync] 7 heroes, 0 loadouts engine_global"
0x90EC,37100,VAR_ENGINE_90EC,Value,UNCLASSIFIED,low,"[sync] 44 heroes, 0 loadouts engine_global"
0x90ED,37101,VAR_ENGINE_90ED,Value,UNCLASSIFIED,low,"[sync] 28 heroes, 0 loadouts engine_global"
0x90EF,37103,VAR_烈焰打击_90EF,Value,ABILITY_STATE,low,[sync] 莱因哈特/烈焰打击 @ 技能 2 per_ability
0x90F0,37104,VAR_ENGINE_90F0,Value,UNCLASSIFIED,low,[sync] heroes:  engine_global
0x90F1,37105,VAR_莱因哈特_SHARED_90F1,Unknown,UNCLASSIFIED,low,[sync] 莱因哈特:  multi_hero_shared
0x90F3,37107,VAR_莱因哈特_SHARED_90F3,Unknown,UNCLASSIFIED,low,[sync] 莱因哈特:  multi_hero_shared
0x9119,37145,VAR_法老之鹰_SHARED_9119,Status,ABILITY_STATE,low,"[sync_flag] 法老之鹰: 推进背包, 震荡冲击 per_ability|status_flag"
0x915F,37215,VAR_烈焰打击_915F,Value,ABILITY_STATE,low,[sync_writable] 莱因哈特/烈焰打击 @ 技能 2 per_ability
0x9166,37222,VAR_烈焰打击_9166,Value,ABILITY_STATE,low,[sync] 莱因哈特/烈焰打击 @ 技能 2 per_ability
0x9184,37252,VAR_原始暴怒_9184,Value,ABILITY_STATE,low,[sync] 温斯顿/原始暴怒 @ 技能 3 per_ability
0x91CA,37322,VAR_闪_91CA,Value,ABILITY_STATE,low,[sync] 源氏/闪 @ 技能 2 per_ability
0x91CF,37327,VAR_屏障发射器_FLAG_91CF,Status,ABILITY_STATE,low,[local_flag] 温斯顿/屏障发射器 @ 技能 2 per_ability|status_flag
0x91D0,37328,VAR_屏障发射器_91D0,Value,ABILITY_STATE,low,[sync] 温斯顿/屏障发射器 @ 技能 2 per_ability
0x91F1,37361,VAR_呼噜噜_91F1,Value,ABILITY_STATE,low,[sync] 飞天猫/呼噜噜 @ 技能 2 per_ability
0x9202,37378,VAR_莱因哈特_SHARED_9202,Unknown,UNCLASSIFIED,low,[sync] 莱因哈特:  multi_hero_shared
0x9210,37392,VAR_ENGINE_9210,Value,UNCLASSIFIED,low,"[sync] 5 heroes, 0 loadouts engine_global"
0x9222,37410,VAR_战术翻滚_9222,Value,ABILITY_STATE,low,[sync] 卡西迪/战术翻滚 @ 技能 1 per_ability
0x9224,37412,VAR_ENGINE_9224,Value,UNCLASSIFIED,low,"[sync] 5 heroes, 7 loadouts engine_global"
0x9258,37464,VAR_闪光弹_9258,Value,ABILITY_STATE,low,[sync] 卡西迪/闪光弹 @ 技能 2 per_ability
0x9259,37465,VAR_闪光弹_9259,Value,ABILITY_STATE,low,[sync] 卡西迪/闪光弹 @ 技能 2 per_ability
0x925D,37469,VAR_神射手_925D,Value,ABILITY_STATE,low,[sync] 卡西迪/神射手 @ 技能 3 per_ability
0x925E,37470,VAR_温斯顿_SHARED_925E,Value,ABILITY_STATE,low,"[sync] 温斯顿: 原始暴怒, 喷射背包 per_ability"
0x9263,37475,VAR_恢复包_9263,Value,ABILITY_STATE,low,[sync] 布丽吉塔/恢复包 @ 技能 2 per_ability
0x926B,37483,VAR_卡西迪_SHARED_926B,Unknown,UNCLASSIFIED,low,[sync] 卡西迪:  multi_hero_shared
0x926C,37484,VAR_卡西迪_SHARED_926C,Unknown,UNCLASSIFIED,low,[sync] 卡西迪:  multi_hero_shared
0x9278,37496,VAR_卡西迪_SHARED_9278,Unknown,UNCLASSIFIED,low,[sync] 卡西迪:  multi_hero_shared
0x9287,37511,VAR_卡西迪_SHARED_9287,Unknown,UNCLASSIFIED,low,[sync] 卡西迪:  multi_hero_shared
0x9288,37512,VAR_ENGINE_9288,Value,UNCLASSIFIED,low,[sync] 秩序之光/光子屏障 @ 技能 3 engine_global
0x9295,37525,VAR_卡西迪_SHARED_9295,Unknown,UNCLASSIFIED,low,[sync] 卡西迪:  multi_hero_shared
0x9297,37527,VAR_ENGINE_9297,Value,UNCLASSIFIED,low,[sync] D.Va/防御矩阵 @ 辅助攻击模式 engine_global
0x9298,37528,VAR_ENGINE_9298,Value,UNCLASSIFIED,low,"[sync] 7 heroes, 0 loadouts engine_global"
0x9299,37529,VAR_ENGINE_9299,Value,UNCLASSIFIED,low,[sync] heroes:  engine_global
0x929B,37531,VAR_卡西迪_SHARED_929B,Unknown,UNCLASSIFIED,low,[sync] 卡西迪:  multi_hero_shared
0x929C,37532,VAR_ENGINE_929C,Value,UNCLASSIFIED,low,"[sync] 39 heroes, 0 loadouts engine_global"
0x92A7,37543,VAR_神射手_92A7,Value,ABILITY_STATE,low,[sync] 卡西迪/神射手 @ 技能 3 per_ability
0x92A9,37545,VAR_ENGINE_92A9,Value,UNCLASSIFIED,low,"[sync] 24 heroes, 0 loadouts engine_global"
0x92AA,37546,VAR_卡西迪_SHARED_92AA,Unknown,UNCLASSIFIED,low,[sync] 卡西迪:  multi_hero_shared
0x92AB,37547,VAR_西格玛_SHARED_92AB,Unknown,UNCLASSIFIED,low,[sync] 西格玛:  multi_hero_shared
0x92AC,37548,VAR_ENGINE_92AC,Value,UNCLASSIFIED,low,"[sync] 21 heroes, 0 loadouts engine_global"
0x92AE,37550,VAR_ENGINE_92AE,Value,UNCLASSIFIED,low,"[sync] 24 heroes, 0 loadouts engine_global"
0x92AF,37551,VAR_闪光弹_92AF,Value,ABILITY_STATE,low,[sync] 卡西迪/闪光弹 @ 技能 2 per_ability
0x92B0,37552,VAR_ENGINE_92B0,Value,UNCLASSIFIED,low,"[sync] 13 heroes, 0 loadouts engine_global"
0x92B1,37553,VAR_ENGINE_92B1,Value,UNCLASSIFIED,low,"[sync] 12 heroes, 0 loadouts engine_global"
0x92C7,37575,VAR_脉冲炸弹_92C7,Value,ABILITY_STATE,low,[sync] 猎空/脉冲炸弹 @ 技能 3 per_ability
0x92CF,37583,VAR_ENGINE_92CF,Value,UNCLASSIFIED,low,[sync] 禅雅塔/蹬 @ 快速近身攻击 engine_global
